Institute ID,Institute Name,City,TLR(100),RPC(100),GO(100),OI(100),Perception(100),Score,Ranking,Year
IR-E-U-0560,"Indian Institute of Technology, Roorkee",Roorkee,76.7,75.98,90.13,24.44,61.36,63.09,6.0,2024
IR-E-U-0053,Indian Institute of Technology Guwahati,Guwahati,72.98,75.89,84.64,23.51,57.15,56.9,7.0,2024
IR-E-U-0467,"National Institute of Technology, Tiruchirappalli",Tiruchirappalli,69.17,76.39,79.17,16.69,64.38,64.48,8.0,2024
IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,68.03,80.31,72.4,16.82,59.96,54.85,9.0,2024
IR-E-U-0237,"National Institute of Technology Karnataka, Surathkal",Surathkal,66.04,72.86,77.7,16.78,53.24,63.89,10.0,2024
IR-E-U-0575,Jadavpur University,Kolkata,65.68,71.38,78.12,6.15,40.97,52.34,11.0,2024
IR-E-U-0490,Vellore Institute of Technology,Vellore,65.53,62.54,69.45,18.14,49.6,59.27,12.0,2024
IR-E-U-0701,Indian Institute of Technology (Banaras Hindu University) Varanasi,Varanasi,63.51,62.62,81.72,17.31,55.89,56.06,13.0,2024
IR-E-U-0205,Indian Institute of Technology (Indian School of Mines),Dhanbad,63.5,68.7,71.17,18.67,36.23,54.35,14.0,2024
IR-E-U-0357,National Institute of Technology Rourkela,Rourkela,62.36,73.39,71.8,15.66,24.43,57.08,15.0,2024
IR-E-U-0273,Indian Institute of Technology Indore, Indore,61.68,76.28,70.38,17.76,24.43,52.48,16.0,2024
IR-E-U-0439,Anna University,Chennai,61.41,64.33,57.8,0.65,62.83,48.87,17.0,2024
IR-E-U-0308,Institute of Chemical Technology,Mumbai,61.4,76.45,69.53,7.28,19.95,54.58,18.0,2024
IR-E-U-0436,Amrita Vishwa Vidyapeetham,Coimbatore,60.92,68.97,61.4,18.46,41.78,61.738,19.0,2024
IR-E-U-0184,"Indian Institute of Technology, Mandi",Mandi,60.43,75.77,77.55,21.11,22.57,67.16,20.0,2024
IR-E-U-0025,National Institute of Technology Warangal,Warangal,60.0,73.99,75.11,15.69,35.77,54.91,21.0,2024
IR-E-U-0378,Indian Institute of Technology Ropar,Rupnagar,59.16,81.07,68.76,23.11,30.87,63.67,22.0,2024
IR-E-U-0139,"Indian Institute of Technology, Gandhinagar",Gandhinagar,58.27,80.19,64.63,21.0,35.07,60.47,23.0,2024
IR-E-U-0473,S.R.M. Institute of Science and Technology,Chennai,58.02,61.2,67.17,19.46,22.89,61.76,24.0,2024
IR-E-U-0497,Amity University,Gautam Budh Nagar,57.73,69.95,55.67,14.31,12.19,57.33,25.0,2024
IR-E-U-0108,"Jamia Millia Islamia, New Delhi",New Delhi,57.51,59.54,73.54,21.79,16.07,60.94,26.0,2024
IR-E-U-0363,Siksha `O` Anusandhan,Bhubaneswar,57.48,75.94,68.72,18.32,19.95,69.54,27.0,2024
IR-E-I-1480,Thapar Institute of Engineering and Technology,Patiala,57.18,59.52,71.19,14.06,25.33,54.55,28.0,2024
IR-E-U-0391,Birla Institute of Technology & Science - Pilani,Pilani,56.9,60.85,78.27,21.45,36.91,54.19,29.0,2024
IR-E-U-0395,Indian Institute of Technology Jodhpur,Jodhpur,56.7,78.42,74.41,20.13,11.78,66.44,30.0,2024
IR-E-U-0263,"National Institute of Technology, Calicut",Kozhikode,56.66,67.13,76.86,13.24,38.88,63.72,31.0,2024
IR-E-U-0334,"Visvesvaraya National Institute of Technology, Nagpur",Nagpur,56.62,66.39,75.65,13.16,16.07,53.15,32.0,2024
IR-E-U-0064,"Indian Institute of Technology, Patna",Patna,56.19,71.45,62.39,16.78,27.92,51.47,33.0,2024
IR-E-U-0577,National Institute of Technology Durgapur,Durgapur,55.76,67.61,72.76,14.26,21.61,57.76,34.0,2024
IR-E-U-0098,Delhi Technological University,New Delhi,55.65,68.97,73.66,14.29,42.38,56.16,35.0,2024
IR-E-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,55.11,70.09,70.0,23.23,29.29,60.78,36.0,2024
IR-E-U-0496,Aligarh Muslim University,Aligarh,54.7,70.9,57.0,5.89,16.43,42.37,37.0,2024
IR-E-U-0055,"National Institute of Technology, Silchar",Silchar,54.63,65.48,66.8,14.27,14.56,57.58,38.0,2024
IR-E-U-0458,Kalasalingam Academy of Research and Education,Srivilliputtur,54.62,73.6,64.82,17.11,24.73,74.34,39.0,2024
IR-E-U-0584,"Indian Institute of Engineering Science and Technology, Shibpur",HOWRAH,54.57,60.11,67.41,11.23,38.23,48.26,40.0,2024
IR-E-U-0476,Shanmugha Arts Science Technology & Research Academy,Thanjavur,53.36,70.02,67.29,9.67,12.59,55.94,41.0,2024
IR-E-U-0356,Kalinga Institute of Industrial Technology,BHUBANESWAR,53.06,70.26,58.51,25.44,18.58,76.96,42.0,2024
IR-E-U-0255,Indian Institute of Space Science and Technology,Thiruvananthapuram,52.37,75.78,62.6,19.67,33.15,61.97,43.0,2024
IR-E-U-0020,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Vaddeswaram,51.93,70.08,52.73,10.37,12.99,56.17,44.0,2024
IR-E-U-0747,Chandigarh University,Mohali,51.73,75.92,52.44,24.97,30.61,79.48,45.0,2024
IR-E-U-0410,Malaviya National Institute of Technology,Jaipur,51.69,62.58,62.2,11.77,10.53,55.14,46.0,2024
IR-E-U-0530,Motilal Nehru National Institute of Technology,Prayagraj,51.17,59.01,75.22,13.11,18.23,52.14,47.0,2024
IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kancheepuram,50.5,63.78,63.41,3.15,22.25,52.63,48.0,2024
IR-E-U-0249,Visvesvaraya Technological University,Belgaum,50.2,72.06,52.12,1.93,6.54,52.47,49.0,2024
IR-E-U-0172,National Institute of Technology Kurukshetra,Kurukshetra,50.11,57.73,63.35,15.03,14.94,55.33,50.0,2024
IR-E-U-0379,Lovely Professional University,Phagwara,49.58,65.51,51.86,24.55,17.52,67.5,51.0,2024
IR-E-U-0374,Dr. B R Ambedkar National Institute of Technology,Jalandhar,49.45,68.15,59.18,14.68,12.59,63.99,52.0,2024
IR-E-U-0202,Birla Institute of Technology,Ranchi,49.33,66.55,56.6,11.11,26.21,50.58,53.0,2024
IR-E-U-0474,Sathyabama Institute of Science and Technology,Chennai,48.56,64.87,46.77,17.25,21.93,63.38,54.0,2024
IR-E-C-7252,Manipal Institute of Technology,Manipal,48.33,67.36,49.49,19.19,19.61,62.48,55.0,2024
IR-E-U-0844,Indian Institute of Technology,Yerpedu,48.16,77.47,60.24,17.41,27.07,56.79,56.0,2024
IR-E-C-37013,PSG College of Technology,Coimbatore,47.68,66.5,50.81,1.36,52.94,48.09,57.0,2024
IR-E-U-0149,Sardar Vallabhbhai National Institute of Technology,Surat,47.61,56.53,65.09,12.64,10.53,49.87,58.0,2024
IR-E-U-0389,Banasthali Vidyapith,Banasthali,47.0,65.21,69.77,21.63,7.0,73.14,59.0,2024
IR-E-U-0619,National Institute of Technology Meghalaya,Shillong,46.67,66.65,57.7,12.67,4.63,62.98,60.0,2024
IR-E-U-0564,University of Petroleum and Energy Studies,Dehradun,46.43,65.41,48.09,21.43,26.21,62.23,61.0,2024
IR-E-U-0014,International Institute of Information Technology Hyderabad,Hyderabad,46.41,49.17,64.0,17.81,21.93,51.01,62.0,2024
IR-E-U-0072,National Institute of Technology,Patna,46.24,60.96,65.76,10.37,7.0,42.69,63.0,2024
IR-E-U-0555,Graphic Era University,Dehradun,45.87,71.05,48.13,18.75,27.35,67.28,64.0,2024
IR-E-U-0092,National Institute of Technology,Raipur,45.71,55.61,61.22,11.77,7.0,56.62,65.0,2024
IR-E-U-0197,National Institute of Technology Srinagar,Srinagar,45.52,63.2,64.43,12.81,11.37,65.87,66.0,2024
IR-E-C-1331,M. S. Ramaiah Institute of Technology,Bengaluru,45.17,66.09,61.93,8.46,14.94,55.17,67.0,2024
IR-E-U-0878,Indian Institute of Technology Palakkad,Palakkad,44.92,70.69,60.25,17.41,16.43,63.89,68.0,2024
IR-E-U-0105,Indraprastha Institute of Information Technology Delhi,New Delhi,44.79,50.13,69.3,9.94,11.78,42.56,69.0,2024
IR-E-U-0284,Maulana Azad National Institute of Technology,Bhopal,44.63,54.9,62.3,12.65,6.54,59.06,70.0,2024
IR-E-U-0297,Defence Institute of Advanced Technology,Pune,44.62,62.13,53.95,6.81,2.64,41.34,71.0,2024
IR-E-C-41593,College of Engineering,Pune,44.38,62.33,65.13,2.32,23.51,51.65,72.0,2024
IR-E-C-36995,Sri Krishna College of Engineering and Technology,Coimbatore,44.16,62.39,64.52,1.13,23.82,50.18,73.0,2024
IR-E-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,44.02,55.21,52.63,5.66,22.57,47.6,74.0,2024
IR-E-U-0749,Manipal University,Jaipur,43.83,63.54,56.68,19.34,1.6,59.53,75.0,2024
IR-E-U-0017,Jawaharlal Nehru Technological University,Hyderabad,42.77,65.66,44.02,1.79,6.54,53.95,76.0,2024
IR-E-C-24004,AU College of Engineering (A),Visakhapatnam,42.76,61.41,72.13,2.34,7.91,56.02,77.0,2024
IR-E-U-0267,Atal Bihari Vajpayee Indian Institute of Information Technology and Management,Gwalior,42.56,52.58,71.53,21.34,7.0,56.11,78.0,2024
IR-E-C-6379,Netaji Subhas University of Technology (NSUT),South West,42.14,52.77,68.21,5.1,23.2,44.44,79.0,2024
IR-E-U-0493,National Institute of Technology Agartala,Agratala,41.92,56.59,54.19,12.33,5.12,59.64,80.0,2024
IR-E-U-0221,International Institute of Information Technology Bangalore,Bengaluru,41.91,55.21,63.61,23.45,17.88,59.96,81.0,2024
IR-E-U-0286,"Pandit Dwarka Prasad Mishra Indian Institute of Information Technology, Design and Manufacturing (IIITDM) Jabalpur",Jabalpur,41.79,45.78,66.45,20.79,2.12,59.38,82.0,2024
IR-E-C-1262,B.M.S. College of Engineering,Bengaluru,41.71,59.48,60.73,6.42,18.23,52.29,83.0,2024
IR-E-U-0489,Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science and Technology,Chennai,41.35,54.81,44.91,19.43,2.12,63.79,84.0,2024
IR-E-C-26794,Thiagarajar College of Engineering,Madurai,41.1,51.94,59.66,0.49,29.29,48.59,85.0,2024
IR-E-C-45375,"National Institute of Food Technology, Entrepreneurship and Management - Thanjavur (NIFTEM - Thanjavur)",Thanjavur,41.06,71.85,46.47,7.71,2.64,56.98,86.0,2024
IR-E-U-0080,Punjab Engineering College (Deemed to be University),Chandigarh,41.05,50.67,65.84,12.9,19.27,53.66,87.0,2024
IR-E-U-0620,National Institute of Technology Goa,Ponda,40.78,54.95,54.51,17.31,8.36,58.11,88.0,2024
IR-E-C-1269,R.V. College of Engineering,Bengaluru,40.73,61.27,55.29,6.72,12.99,50.75,89.0,2024
IR-E-U-0207,"National Institute of Technology, Jamshedpur",Jamshedpur,40.71,53.43,67.16,13.38,8.36,46.77,90.0,2024
IR-E-C-19754,SR University,Warangal,40.69,65.52,47.9,6.64,12.59,62.23,91.0,2024
IR-E-U-0078,Panjab University,Chandigarh,40.58,40.83,44.4,15.88,11.78,46.52,92.0,2024
IR-E-U-0516,Indian Institute of Information Technology Allahabad,Prayagraj (Allahabad),40.53,42.53,73.98,18.12,22.57,51.68,93.0,2024
IR-E-U-0522,Jaypee Institute of Information Technology,Noida,40.5,51.63,59.97,8.07,6.07,48.68,94.0,2024
IR-E-C-16626,Rajalakshmi Engineering College,Chennai,40.47,65.04,59.85,5.21,3.14,59.19,95.0,2024
IR-E-U-0163,The Northcap University,Gurugram,40.33,64.69,54.88,9.4,4.14,51.64,96.0,2024
IR-E-C-1297,Siddaganga Institute of Technology,Tumkur,40.24,61.64,55.39,3.38,13.39,51.19,97.0,2024
R-E-C-30045,"C.V. Raman Global University, Odisha",Bhubaneswar,40.19,63.66,59.35,14.84,12.19,63.98,98.0,2024
IR-E-U-0043,"Vignan's Foundation for Science, Technology and Research",Guntur,40.16,61.64,46.96,6.18,3.14,56.3,99.0,2024
IR-E-U-0733,PES University,Bengaluru,40.14,56.27,63.78,5.05,9.24,51.02,100.0,2024
IR-E-U-0201,Shri Mata Vaishno Devi University,Katra,40.08,61.82,48.15,8.76,2.12,44.01,101.0,2024
IR-E-U-0011,Gandhi Institute of Technology and Managemen,Visakhapatnam,39.92,51.11,63.87,8.11,5.12,49.8,102.0,2024
IR-E-U-0445,B. S. Abdur Rahman Crescent Institute of Science and Technology,Chennai,39.92,62.27,49.0,3.32,4.14,46.66,103.0,2024
IR-E-C-36969,Coimbatore Institute of Technology,Coimbatore,39.83,63.02,49.69,0.37,26.21,49.29,104.0,2024
IR-E-U-0169,Manav Rachna International Institute of Research & Studies,Faridabad,39.66,59.69,60.8,13.59,10.53,57.31,105.0,2024
IR-E-U-0147,Pandit Deendayal Energy University,Gandhinagar,39.64,56.47,54.25,2.71,4.63,35.49,106.0,2024
IR-E-U-0460,Karunya Institute of Technology and Sciences,Coimbatore,39.43,50.77,43.86,9.59,10.95,51.16,107.0,2024
IR-E-U-0613,National Institute of Technology Manipur,Imphal,39.32,63.58,43.79,10.9,4.63,59.74,108.0,2024
IR-E-C-36926,Kumaraguru College of Technology,Coimbatore,39.32,59.36,54.14,0.67,15.69,45.08,108.0,2024
IR-E-C-43708,"College of Engineering, Trivandrum",Thiruvananthapuram,39.24,60.64,54.11,0.55,11.37,52.55,110.0,2024
IR-E-U-0367,Veer Surendra Sai University of Technology,Burla,39.14,54.79,47.7,0.59,3.65,46.42,111.0,2024
IR-E-U-0795,Indian Institute of Information Technology Guwahati,Guwahati,39.09,237.09,56.46,20.05,32.15,59.0,112.0,2024
IR-E-C-19667,Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology,Hyderabad,39.04,59.74,53.53,1.72,10.11,50.56,113.0,2024
IR-E-U-0155,"Amity University Haryana, Gurgaon","Gurugram, Haryana",38.87,63.42,46.03,11.59,4.14,57.55,114.0,2024
IR-E-U-0223,"Jain University, Bangalore",Bengluru,38.55,53.65,47.37,15.1,3.14,58.61,115.0,2024
IR-E-U-0938,Dr. Vishwanath Karad MIT World Peace University,Pune,38.51,65.58,54.35,6.6,2.64,48.12,116.0,2024
IR-E-C-27616,University College of Engineering,Hyderabad,38.49,60.15,55.99,7.31,2.12,61.92,117.0,2024
IR-E-C-37065,Kongu Engineering College,Perundurai,38.31,58.83,51.81,0.24,16.43,43.29,118.0,2024
IR-E-C-33641,"Veermata Jijabai Technological Institute (VJTI, Mumbai)",Mumbai,38.29,50.23,63.97,5.92,8.8,54.46,119.0,2024
IR-E-U-0507,Dayalbagh Educational Institute,Agra,38.26,62.73,52.88,2.98,9.24,49.82,120.0,2024
IR-E-C-1371,New Horizon College of Engineering,Bengaluru,38.18,56.95,64.91,10.38,5.12,56.5,121.0,2024
IR-E-C-37064,Sri Krishna College of Technology,Coimbatore,38.14,54.89,61.72,1.94,7.91,46.61,122.0,2024
IR-E-U-0056,Tezpur University,Tezpur,38.12,50.33,44.63,6.24,7.91,40.88,123.0,2024
IR-E-C-50605,PSG Institute of Technology and Applied Research,Coimbatore,38.04,61.19,54.07,1.16,20.29,49.88,124.0,2024
IR-E-U-0146,Nirma University,Ahmedabad,38.01,53.06,57.81,3.0,4.14,45.36,125.0,2024
IR-E-U-0190,Shoolini University of Biotechnology and Management Sciences,Solan,38.01,49.11,45.78,11.27,5.12,52.78,125.0,2024
IR-E-S-8898,"National Institute of Food Technology, Enterprenurship & Management",Sonipat,37.96,58.17,56.42,19.23,1.6,63.09,127.0,2024
IR-E-U-0189,"National Institute of Technology, Hamirpur",Hamirpur,37.91,47.41,57.26,13.07,5.6,45.23,128.0,2024
IR-E-U-0015,Jawaharlal Nehru Technological University,Kakinada,37.79,57.01,47.55,1.09,3.65,50.19,129.0,2024
IR-E-C-27058,Mepco Schlenk Engineering College,Sivakasi,37.79,51.12,51.24,0.24,15.32,50.22,129.0,2024
IR-E-C-35417,Bharati Vidyapeeth Deemed University College of Engineering,Pune,37.75,57.32,61.89,18.02,5.12,67.14,131.0,2024
IR-E-U-0616,National Institute of Technology Uttarakhand,Srinagar (Garhwal),37.75,61.05,44.19,11.66,3.65,45.53,131.0,2024
IR-E-U-0388,"Amity University, Jaipur",Jaipur,37.65,51.65,58.34,11.25,2.12,54.38,133.0,2024
IR-E-U-0130,Dhirubhai Ambani Institute of Information and Communication Technology,Gandhinagar,37.64,48.59,71.82,4.93,6.07,49.0,134.0,2024
IR-E-N-10,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,37.58,56.8,55.01,10.08,1.6,56.41,135.0,2024
IR-E-U-0621,National Institute of Technology Puducherry,Karaikal,37.49,52.4,52.53,17.92,9.24,71.66,136.0,2024
IR-E-C-1345,"P E S College of Engineering, Mandya",Mandya,37.4,60.33,65.46,1.93,0.0,57.72,137.0,2024
IR-E-U-0186,Jaypee University of Information Technology,Solan,37.39,44.77,57.18,11.52,3.14,44.53,138.0,2024
IR-E-C-10342,Chandigarh Engineering College,Sahibzada Ajit Singh Nagar,37.37,64.49,43.96,19.74,0.54,71.26,139.0,2024
IR-E-C-19747,Anurag University,Hyderabad,37.33,61.17,53.57,7.46,9.68,60.93,140.0,2024
IR-E-C-18010,Velagapudi Ramakrishna Siddhartha Engineering College,Vijayawada,37.3,57.86,49.24,0.16,4.14,52.3,141.0,2024
IR-E-I-1015,Vishwakarma Institute of Technology,Pune,37.28,58.11,59.8,4.83,6.54,50.59,142.0,2024
IR-E-U-0175,"J. C. Bose University of Science and Technology, YMCA",Faridabad,37.27,57.53,57.83,6.32,2.64,50.53,143.0,2024
IR-E-U-0373,Chitkara University,Rajpura,37.24,48.75,50.82,15.3,17.88,58.13,144.0,2024
IR-E-I-1093,Noida Institute of Engineering & Technology,Greater Noida,37.2,56.67,58.51,9.79,23.2,52.16,145.0,2024
IR-E-C-18886,Shri Ramdeobaba College of Engineering and Managemen,Nagpur,37.02,56.99,57.6,4.8,5.12,50.89,146.0,2024
IR-E-U-0643,Galgotias University,Gautam Budh Nagar,36.89,52.94,49.01,11.79,8.8,55.25,147.0,2024
IR-E-C-19534,Goka Raju Ranga Raju Institute of Engineering & Technology,Hyderabad,36.79,54.03,57.1,1.16,3.65,50.18,148.0,2024
IR-E-U-0143,Maharaja Sayajirao University of Baroda,Vadodara,36.78,54.72,53.7,0.73,6.07,47.61,149.0,2024
IR-E-C-6581,Pondicherry Engineering College,Puducherry,36.77,46.38,59.49,3.55,8.8,54.2,150.0,2024
IR-E-C-43264,"National Institute of Advanced Manufacturing Technology, ",Ranch,36.77,67.53,49.22,18.3,2.64,49.31,150.0,2024
IR-E-U-0454,Hindustan Institute of Technology and Science (HITS),Chennai,36.71,50.09,42.12,6.52,5.6,48.27,152.0,2024
IR-E-U-0604,"Amity University, Gwalior",Gwalior,36.49,60.12,58.15,4.44,1.08,46.78,153.0,2024
IR-E-C-16614,R.M.K. Engineering College,Thiruvallur,36.46,57.46,56.48,6.0,3.14,52.18,154.0,2024
IR-E-U-1119 ,Mahindra University,Hyderabad ,36.46,57.63,63.89,7.77,0.0,49.22,154.0,2024
IR-E-I-1441 ,Saveetha Institute of Medical and Technical Sciences,Chennai ,36.44,45.55,35.88,20.02,1.08,64.76,156.0,2024
IR-E-C-16547 ,Sri Sairam Engineering College,Kancheepuram ,36.41,58.22,45.94,3.41,5.12,51.02,157.0,2024
IR-E-C-1412 ,JSS Science and Technology University,Mysuru ,36.36,54.77,58.03,1.76,11.78,51.84,158.0,2024
IR-E-U-0491 ,Vels Institute of Science Technology & Advanced Studies (VISTAS) -Chennai,,36.35,51.96,47.22,2.41,0.54,41.85,159.0,2024
IR-E-C-36975 ,Government College of Technology,Coimbatore,36.22,47.78,58.06,0.21,22.89,49.81,160.0,2024
IR-E-C-30153 ,"Silicon Institute of Technology (SIT), Bhubaneswar",Bhubaneswar,36.19,58.97,55.86,12.73,0.54,62.34,161.0,2024
IR-E-C-19650 ,Vardhaman College of Engineering,Rangareddy ,36.15,51.89,54.59,1.14,20.62,47.99,162.0,2024
IR-E-C-18817 ,"G. H. Raisoni College of Engineering, Nagpur",Nagpur,36.12,57.48,48.65,4.08,5.6,54.57,163.0,2024
IR-E-U-0541,Sharda University,Greater Noida ,36.1,57.74,37.44,15.46,5.12,55.57,164.0,2024
IR-E-C-26929 ,Sree Vidyanikethan Engineering College,Tirupati ,36.08,53.63,50.85,0.71,19.27,50.83,165.0,2024
IR-E-C-25622 ,Chaitanya Bharathi Institute of Technology,Hyderabad,35.84,57.5,56.89,2.68,10.95,51.94,166.0,2024
IR-E-C-33773 ,Bharatiya Vidya Bhavan`s Sardar Patel Institute of Technology,Mumbai,35.62,46.53,63.92,0.46,3.14,46.41,167.0,2024
IR-E-I-1356 ,Rabindranath Tagore University,Raisen,35.62,61.9,51.25,18.28,0.0,61.99,167.0,2024
IR-E-C-27089 ,National Engineering College,Kovilpatti,35.58,55.51,51.33,0.08,2.64,47.7,169.0,2024
IR-E-C-19607 ,CVR College of Engineering,Ibrahimpatan,35.51,61.19,50.85,5.78,1.6,53.99,170.0,2024
IR-E-U-0615 ,National Institute of Technology Arunachal Pradesh,Itanagar,35.49,55.96,40.91,12.3,4.63,54.84,171.0,2024
IR-E-C-42054 ,Army Institute of Technology,Pune ,35.38,51.13,64.88,25.0,5.6,57.85,172.0,2024
IR-E-U-0614,National Institute of Technology Sikkim,South Sikkim ,35.33,64.25,40.27,15.22,1.6,47.61,173.0,2024
IR-E-C-37028 ,Sona College of Technology,Salem,35.29,57.0,52.71,1.0,4.14,48.43,174.0,2024
IR-E-C-1400 ,NMAM Institute of Technology,"Nitte, Udupi ",35.27,55.31,50.35,2.36,3.14,48.78,175.0,2024
IR-E-C-16576 ,Chennai Institute of Technology,Chennai,35.27,55.24,47.12,5.41,20.0,56.71,175.0,2024
IR-E-U-0685 ,Indira Gandhi Delhi Technical University for Women,Delhi,35.23,39.39,67.25,3.73,16.43,50.12,177.0,2024
IR-E-U-0384 ,Sant Longowal Institute of Engineering & Technology,Longowal,35.2,57.44,30.12,21.91,3.14,60.83,178.0,2024
IR-E-U-0774 ,DIT University,Dehradun ,35.14,51.0,54.93,15.31,3.14,56.62,179.0,2024
IR-E-C-1406 ,C M R Institute of Technology,Bengaluru ,35.11,57.34,49.8,6.14,2.64,52.0,180.0,2024
IR-E-C-16560 ,Easwari Engineering College,Chennai,35.07,52.44,57.96,0.25,3.65,51.24,181.0,2024
IR-E-U-0535 ,Rajiv Gandhi Institute of Petroleum Technology,Amethi,34.99,58.81,54.22,11.73,0.0,43.96,182.0,2024
IR-E-C-1352 ,Nitte Meenakshi Institute of Technology,Bengaluru,34.97,56.55,50.82,10.16,1.6,53.81,183.0,2024
IR-E-U-0455 ,"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram",Chennai,34.93,36.37,62.59,18.93,24.12,51.37,184.0,2024
IR-E-C-18254 ,Yeshwantrao Chavan College of Engineering,Nagpur,34.88,52.41,57.07,0.62,0.54,50.74,185.0,2024
IR-E-U-0513 ,G. L. A. University,Mathura,34.74,55.52,37.61,4.17,1.08,45.62,186.0,2024
IR-E-C-46111 ,KIET Group of Institutions,Ghaziabad,34.73,53.33,55.12,2.7,2.64,46.29,187.0,2024
IR-E-C-17958 ,GMR Institute of Technology,Rajam,34.71,57.16,42.92,1.87,2.12,41.85,188.0,2024
IR-E-U-0217 ,Christ University,Bengaluru,34.64,45.9,41.37,14.64,16.07,52.22,189.0,2024
IR-E-U-0765 ,Institute of Infrastructure Technology Research and Management (IITRAM),Ahmedabad,34.41,54.88,40.43,7.82,1.08,37.21,190.0,2024
IR-E-U-0168 ,Maharishi Markandeshwar,Ambala,34.37,59.42,34.91,10.92,2.64,49.51,191.0,2024
IR-E-N-13 ,Galgotias College of Engineering & Technology,Greater Noida ,34.29,54.75,51.54,6.48,6.07,48.41,192.0,2024
IR-E-C-42227 ,Dr. D. Y. Patil Institute of Technology,Pune,34.1,53.48,59.71,5.31,4.63,51.98,193.0,2024
IR-E-U-0622 ,National Institute of Technology Delhi,Delhi,33.96,41.6,44.71,13.12,14.94,42.73,194.0,2024
IR-E-C-46239 ,G. L. Bajaj Institute of Technology and Management,Greater Noida ,33.95,54.48,47.98,5.9,1.6,47.79,195.0,2024
IR-E-U-0854 ,KLE Technological University,Dharwad,33.9,51.27,50.84,2.17,4.14,48.3,196.0,2024
IR-E-C-33777,Shri Vile Parle Kelavani Mandal`s Dwarkadas J. Sanghvi College of Engineering,Mumbai Suburban,33.88,53.37,58.33,0.41,1.08,42.72,197.0,2024
IR-E-C-16504 ,Sri Venkateswara College of Engineering and Technology,Chittoor,33.77,51.15,59.06,5.13,3.14,58.36,198.0,2024
IR-E-C-1336 ,BMS Institute of Technology & Management,Bengaluru,33.76,46.4,56.46,7.89,16.8,54.38,199.0,2024
IR-E-C-19582 ,Vidya Jyothi Institute of Technology,Hyderabad,33.7,57.97,46.58,4.94,6.07,55.46,200.0,2024
